Obj;1273.9413657276064;Completo;1348.9413657276064;gap;0.9547999773410364
vehicle;node;node;ebattery;time;speed;demand;dist;service time;ready;due;b;beta;resbatt;arr time;w
0;D0;S5;0.004349445870056152;14.831409609283558;100.0000000063731;0;24.73863375370596;0;0.0;230.0;4.4833061837870044E-4;0.10759934841088811;0.8;14.831409609283558;0.0
0;S5;C10;0.004349445870981621;0.84785525361088;100.0000001114837;16.0;1.4142135623730951;10.0;0.0;194.0;0;0;0.7938489546604501;17.520690078048403;0.0
0;C10;C20;0.0043237631500000345;9.479309921951595;100.0;9.0;15.811388300841896;10.0;37.0;47.0;0;0;0.7254842565749282;37.0;0.0
0;C20;S6;0.004309316620000038;7.512016694772816;100.0;0;12.529964086141668;0;0.0;230.0;0.0;0.0;0.8;54.51201669477282;0.0
0;S6;C11;0.004309316620000038;9.131680557349158;100.0;12.0;15.231546211727817;10.0;0.0;186.0;0;0;0.605851118852017;63.643697252121974;0.0
0;C11;C19;0.004290054580000036;4.239276273054399;100.0;17.0;7.0710678118654755;10.0;0.0;187.0;0;0;0.5755158520002327;77.88297352517637;0.0
0;C19;C7;0.0042627666900000305;6.702884326780894;100.0;5.0;11.180339887498949;10.0;88.0;98.0;0;0;0.5278566715449234;94.58585785195726;0.0
0;C7;C8;0.004254740840000035;7.318125490278251;100.0;9.0;12.206555615733702;10.0;0.0;193.0;0;0;0.47592094085092945;111.9039833422355;0.0
0;C8;S9;0.004240294310000038;4.943803203427859;100.0;0;8.246211251235321;0;0.0;230.0;3.226418043277476E-4;0.07743403303865942;0.8;126.84778654566337;0.0
0;S9;C6;0.004240294310000038;7.816839213234392;100.0;3.0;13.038404810405298;10.0;0.0;208.0;0;0;0.46310193751287876;134.6649484007021;0.0
0;C6;C18;0.004235478800000039;6.702884326780894;100.0;12.0;11.180339887498949;10.0;0.0;204.0;0;0;0.41574784494258216;151.36783272748298;0.0
0;C18;C5;0.004216216760000044;6.702884326780894;100.0;26.0;11.180339887498949;10.0;0.0;199.0;0;0;0.36860910852641215;168.07071705426387;0.0
0;C5;C17;0.004174482340000063;5.995242000000003;100.0;2.0;10.0;10.0;0.0;189.0;0;0;0.32686428512641175;184.06595905426386;0.0
0;C17;D3;0.004171272000000045;18.23381669883507;100.0;0.0;30.4138126514911;0.0;0.0;230.0;0;0;0;212.2997757530989;0
1;D1;S15;0.004371918250092377;9.012824983606922;100.00000001048745;0;15.033296378372908;0;0.0;230.0;0.0;0.0;0.8;9.012824983606922;0.0
1;S15;C22;0.004371918250093416;8.91256797188112;100.00000001060553;18.0;14.866068747318506;10.0;0.0;193.0;0;0;0.6692824199407987;37.37819950461228;0.0
1;C22;S0;0.004343025190000037;16.14268311432734;100.0;0;26.92582403567252;0;0.0;230.0;1.335310823298272E-4;0.03204745975915853;0.8;63.52088261893962;0.0
1;S0;C16;0.004343025190000037;17.47898384997805;100.0;19.0;29.154759474226502;10.0;71.0;81.0;0;0;0.4577704928465651;81.0;0.0
1;C16;C14;0.004312526960000035;6.702884326780894;100.0;20.0;11.180339887498949;10.0;0.0;187.0;0;0;0.4095549756597621;97.70288432678089;0.0
1;C14;C15;0.004280423560000038;9.479309921951595;100.0;8.0;15.811388300841896;10.0;0.0;189.0;0;0;0.3418755366605295;117.18219424873249;0.0
1;C15;C2;0.004267582200000036;7.793814600000005;100.0;7.0;13.0;10.0;0.0;202.0;0;0;0.286396968060529;134.97600884873248;0.0
1;C2;C13;0.004218231899034655;5.914923232287634;95.67117285212969;23.0;9.433981132056603;10.0;0.0;208.0;0;0;0.2466022479143969;150.8909320810201;0.0
1;C13;S0;0.004168231769635574;7.115212768364565;94.1854675260015;0;11.180339887498949;0;0.0;230.0;9.92150615329114E-4;0.23811614767898737;0.8;168.00614484938467;0.0
1;S0;C12;0.004219427100000038;8.992863000000007;100.0;19.0;15.0;10.0;177.0;187.0;0;0;0.37482474117898673;177.0;0.0
1;C12;C21;0.004188928870000053;9.479309921951595;100.0;11.0;15.811388300841896;10.0;0.0;201.0;0;0;0.30859196025080926;196.4793099219516;0.0
1;C21;S15;0.004171272000000038;6.594766200000002;100.0;0;11.0;0;0.0;230.0;0.0;0.0;0;213.0740761219516;0
1;S15;D0;0.004171272000000038;9.012824984606919;100.0;0.0;15.033296378372908;0.0;0.0;230.0;0;0;0;222.0869011065585;0
3;D3;C1;0.004171272000000038;9.131680557349158;100.0;10.0;15.231546211727817;10.0;36.0;46.0;0;0;0.7364650777703131;40.52917872178984;0.0
3;C1;C9;0.004309316620000052;10.674224910701852;100.0;16.0;17.804493814764857;10.0;0.0;187.0;0;0;0.6597398766636589;61.20340363249169;0.0
3;C9;C3;0.004283633900000042;8.992863000000007;100.0;13.0;15.0;10.0;0.0;197.0;0;0;0.5954853681636583;80.1962666324917;0.0
3;C3;S1;0.004262766690000038;5.995242000000003;100.0;0;10.0;0;0.0;230.0;4.1514760064287776E-4;0.09963542415429066;0.8;96.1915086324917;0.0
3;S1;C4;0.004262766690000038;10.80807621990764;100.0;19.0;18.027756377319946;10.0;107.0;117.0;0;0;0.5756450060372733;107.0;0.0
3;C4;C25;0.004232268460000035;5.995242000000003;100.0;6.0;10.0;10.0;0.0;186.0;0;0;0.533322321437273;122.99524199999979;0.0
3;C25;C23;0.004222637440000038;10.80807621990764;100.0;29.0;18.027756377319946;10.0;0.0;183.0;0;0;0.45719764239920235;143.80331821990742;0.0
3;C23;C24;0.004176087510000037;18.95861984390319;100.0;3.0;31.622776601683793;10.0;0.0;190.0;0;0;0.32513816000138923;172.76193806381062;0.0
3;C24;D1;0.004171272000046307;17.985725999000028;100.00000000525532;0.0;30.0;0.0;0.0;230.0;0;0;0;200.74766406281066;0
