Obj;1525.28103374687;Completo;1600.28103374687;gap;0.962707239552878
vehicle;node;node;ebattery;time;speed;demand;dist;service time;ready;due;b;beta;resbatt;arr time;w
1;D1;C21;0.004304501110003248;10.80807621990764;100.0;11.0;18.027756377319946;10.0;19.0;135.0;0;0;0.5353625489364708;36.309010673219056;0.0
1;C21;C22;0.004286844240003251;5.995242000000003;100.0;18.0;10.0;10.0;27.0;118.0;0;0;0.4924941065364383;52.30425267321906;0.0
1;C22;C23;0.004257951180003258;6.702884326780894;100.0;29.0;11.180339887498949;10.0;48.0;183.0;0;0;0.4448887651196248;69.007137;0.0
1;C23;C4;0.004211401250000038;8.992863000000007;100.0;19.0;15.0;10.0;88.0;136.0;0;0;0.3817177463696242;88.00000000000001;0.0
1;C4;C25;0.004180903020000043;5.995242000000003;100.0;6.0;10.0;10.0;102.0;186.0;0;0;0.3399087161696238;103.99524200000002;0.0
1;C25;D3;0.004171272000000038;20.108652980342686;100.0;0.0;33.54101966249684;0.0;0.0;230.0;0;0;0;134.10389498034272;0
2;D2;S9;0.004285239070000033;10.80807621990764;100.0;0;18.027756377319946;0;0.0;230.0;0.0;0.0;0.8;10.80807621990764;0.0
2;S9;C8;0.004285239070000033;4.943803203427859;100.0;9.0;8.246211251235321;10.0;27.0;122.0;0;0;0.579923501918198;84.74554159249061;0.0
2;C8;C18;0.004270792540000026;6.259216407509391;100.0;12.0;10.44030650891055;10.0;92.0;172.0;0;0;0.535335118764629;101.004758;0.0
2;C18;C7;0.004251530500000045;5.995242000000003;100.0;5.0;10.0;10.0;69.0;117.0;0;0;0.4928198137646287;117.0;0.0
2;C7;C10;0.004243504650000035;8.478552546108798;100.0;16.0;14.142135623730951;10.0;117.0;194.0;0;0;0.4328075954843952;135.4785525461088;0.0
2;C10;C19;0.004217821930000032;8.992863000000007;100.0;17.0;15.0;10.0;87.0;187.0;0;0;0.36954026653439465;154.4714155461088;0.0
2;C19;C11;0.004190534040000027;4.239276273054399;100.0;12.0;7.0710678118654755;10.0;95.0;186.0;0;0;0.3399087161696238;168.7106918191632;0.0
2;C11;D1;0.004171272000000038;20.108652980342686;100.0;0.0;33.54101966249684;0.0;0.0;230.0;0;0;0;198.8193447995059;0
3;D3;C6;0.004344630359998443;6.702884326780894;100.0;3.0;11.180339887498949;10.0;39.0;161.0;0;0;0.5901810116629091;52.004757999999995;0.0
3;C6;C5;0.00433981484999843;5.995242000000003;100.0;26.0;10.0;10.0;68.0;199.0;0;0;0.5467828631629248;68.0;0.0
3;C5;C17;0.004298080429998435;5.995242000000003;100.0;2.0;10.0;10.0;41.0;115.0;0;0;0.5038020588629404;83.995242;0.0
3;C17;C16;0.0042948700899984454;6.702884326780894;100.0;19.0;11.180339887498949;10.0;30.0;138.0;0;0;0.4557839514841046;100.69812632578066;0.0
3;C16;C14;0.0042643718599984365;6.702884326780894;100.0;20.0;11.180339887498949;10.0;35.0;135.0;0;0;0.408106824682636;117.40101065256155;0.0
3;C14;C15;0.00423226845999683;9.479309921951595;100.0;8.0;15.811388300841896;10.0;85.0;153.0;0;0;0.34118878466822;136.88032057251309;0.0
3;C15;C2;0.004219427099998438;7.793814600000005;100.0;7.0;13.0;10.0;43.0;161.0;0;0;0.28633623236824035;154.6741351725131;0.0
3;C2;C13;0.004208190910000048;5.655899991011332;100.0;23.0;9.433981132056603;10.0;117.0;208.0;0;0;0.2466362387232079;170.33003516352443;0.0
3;C13;D4;0.004171272000000045;6.702884326780894;100.0;0.0;11.180339887498949;0.0;0.0;230.0;0;0;0;187.03291949030532;0
4;D4;C3;0.004192139210062118;13.405768652561793;100.00000000705082;13.0;22.360679774997898;10.0;23.0;197.0;0;0;0.6169528756942204;53.270795885434026;0.0
4;C3;C1;0.004171272000000045;8.729204114565976;100.0;10.0;14.560219778561036;10.0;16.0;72.0;0;0;0.556218238618062;72.0;0.0
4;C1;C20;0.004246714989998443;9.887606406855719;100.0;9.0;16.492422502470642;10.0;32.0;92.0;0;0;0.4861796207554324;91.88760640685572;0.0
4;C20;C9;0.004232268459998426;6.702884326780894;100.0;16.0;11.180339887498949;10.0;74.0;187.0;0;0;0.4388614208775082;108.59049073363661;0.0
4;C9;C24;0.004206585739998436;16.14268311432734;100.0;3.0;26.92582403567252;10.0;109.0;190.0;0;0;0.32559563345134107;134.73317384796394;0.0
4;C24;C12;0.0042017702299984305;8.992863000000007;100.0;19.0;15.0;10.0;151.0;205.0;0;0;0.2625690800013646;153.72603684796394;0.0
4;C12;D2;0.0041712720000909725;8.992862999000007;100.00000001051079;0.0;15.0;0.0;0.0;230.0;0;0;0;172.71889984696395;0
