Obj;1556.989383675062;Completo;1631.989383675062;gap;0.9601103806435377
vehicle;node;node;ebattery;time;speed;demand;dist;service time;ready;due;b;beta;resbatt;arr time;w
0;D0;C13;0.0043703130801242;6.7028843257808965;100.00000001410167;23.0;11.180339887498949;10.0;0.0;208.0;0;0;0.7296739023430658;58.64049199143035;0.0
0;C13;C16;0.004333394170000053;12.359508008569644;100.0;19.0;20.615528128088304;10.0;71.0;81.0;0;0;0.6403386929413362;81.0;0.0
0;C16;C14;0.004302895940000037;6.702884326780894;100.0;20.0;11.180339887498949;10.0;0.0;187.0;0;0;0.5922308538315965;97.70288432678092;0.0
0;C14;C15;0.00427079254000004;9.479309921951595;100.0;8.0;15.811388300841896;10.0;114.0;124.0;0;0;0.524703694629317;117.18219424873246;0.0
0;C15;C2;0.004257951179996833;7.793814600000005;100.0;7.0;13.0;10.0;0.0;202.0;0;0;0.46935032928935827;134.97600884873256;0.0
0;C2;C22;0.004246714989998415;7.318125490278251;100.0;18.0;12.206555615733702;10.0;0.0;193.0;0;0;0.4175125665797724;152.2941343390108;0.0
0;C22;C23;0.004217821929998436;6.702884326780894;100.0;29.0;11.180339887498949;10.0;0.0;183.0;0;0;0.37035588381744317;168.9970186657917;0.0
0;C23;S15;0.004171272000052231;15.471906520590569;100.00000000610919;0;25.80697580112788;0;0.0;230.0;0.0;0.0;0;194.46892518638228;0
0;S15;D4;0.004171272000090779;9.012824983606937;100.00000001048731;0.0;15.033296378372908;0.0;0.0;230.0;0;0;0;203.4817501699892;0
2;D2;S9;0.0042547408400754345;10.80807621890764;100.00000000874552;0;18.027756377319946;0;0.0;230.0;0.0;0.0;0.8;10.80807621890764;0.0
2;S9;C18;0.004254740840619241;1.34057686435618;100.00000007050855;12.0;2.23606797749979;10.0;0.0;204.0;0;0;0.42526164823146034;20.740783592490608;0.0
2;C18;C8;0.004235478799998443;6.259216407509391;100.0;9.0;10.44030650891055;10.0;27.0;37.0;0;0;0.38104195134748403;37.0;0.0
2;C8;C17;0.003623292029099154;26.0;32.11138560916458;2.0;13.92838827718412;10.0;73.0;83.0;0;0;0.33057533312456466;73.0;0.0
2;C17;C5;0.00421782192999845;5.995242000000003;100.0;26.0;10.0;10.0;0.0;199.0;0;0;0.28839711382458033;88.995242;0.0
2;C5;C6;0.004176087509998427;5.995242000000003;100.0;3.0;10.0;10.0;0.0;208.0;0;0;0.24663623872459603;104.99048399899975;0.0
2;C6;D0;0.004171272000124196;6.702884325780918;100.00000001410136;0.0;11.180339887498949;0.0;0.0;230.0;0;0;0;121.69336832378069;0
3;D3;C4;0.004264371860057178;14.988104999000004;100.00000000630646;19.0;25.0;10.0;107.0;117.0;0;0;0.5033805733652397;117.0;0.0
3;C4;C25;0.004084112751741448;7.222481797053156;82.99084147364064;6.0;10.0;10.0;0.0;186.0;0;0;0.46253944584782525;134.22248179705298;0.0
3;C25;C24;0.004029687552015951;11.541226910759214;77.90332253808354;3.0;15.0;10.0;0.0;190.0;0;0;0.4020941325675859;155.76370870781219;0.0
3;C24;C12;0.004044178415898894;11.23629129218768;80.0960525604975;19.0;15.0;10.0;177.0;187.0;0;0;0.3414314563291025;176.99999999999986;0.0
3;C12;C21;0.004188928870000039;9.479309921951595;100.0;11.0;15.811388300841896;10.0;0.0;201.0;0;0;0.275198675400925;196.47930992195137;0.0
3;C21;D2;0.004171272000077046;10.808076218907633;100.00000000874557;0.0;18.027756377319946;0.0;0.0;230.0;0;0;0;217.287386139859;0
4;D4;S1;0.004192139210051667;15.633678425468776;100.00000000604611;0;26.076809620810597;0;0.0;230.0;0.0;0.0;0.8;15.633678425468776;0.0
4;S1;C3;0.00419213921013725;5.9952419990000045;100.00000001576615;13.0;10.0;10.0;0.0;197.0;0;0;0.6487609918141749;27.270795885434026;0.0
4;C3;C1;0.004171272000000045;8.729204114565976;100.0;10.0;14.560219778561036;10.0;36.0;46.0;0;0;0.5880263547380165;46.0;0.0
4;C1;C10;0.00401557871274115;13.583819381516559;68.64397308955995;16.0;15.556349186104045;10.0;0.0;194.0;0;0;0.5255586100983289;69.58381938151656;0.0
4;C10;S5;0.00398989599274115;1.234892671046957;68.6439730895601;0;1.4142135623730951;0;0.0;230.0;3.446558959144336E-4;0.08271741501946406;0.8;80.81871205256351;0.0
4;S5;C7;0.003995793366145242;11.012236414366619;69.31376990355214;5.0;12.727922061357855;10.0;88.0;98.0;0;0;0.5517753135548131;91.83129312282605;0.0
4;C7;C19;0.004021339684472866;9.164218978567233;73.12674389109692;17.0;11.180339887498949;10.0;0.0;187.0;0;0;0.5068153690793188;110.99551210139329;0.0
4;C19;C11;0.003954582252741146;6.174463355234802;68.64397308955989;12.0;7.0710678118654755;10.0;0.0;186.0;0;0;0.4788522498025864;127.1699754566281;0.0
4;C11;C20;0.00393532021274115;21.83002454337191;68.64397308955974;9.0;25.0;10.0;159.0;169.0;0;0;0.3804692444840577;159.0;0.0
4;C20;C9;0.0041969547200000346;6.702884326780894;100.0;16.0;11.180339887498949;10.0;0.0;187.0;0;0;0.3335458642220143;175.70288432678072;0.0
4;C9;D3;0.0041712720000433995;19.194139678737702;100.00000000492452;0.0;32.01562118716424;0.0;0.0;230.0;0;0;0;204.89702400551843;0
