Obj;1077.1857672455333;Completo;1752.1857672455333;gap;0.8188188674541866
vehicle;node;node;ebattery;time;speed;demand;dist;service time;ready;due;b;beta;resbatt;arr time;w
0;D0;C12;0.004508357700000036;22.829201393372863;100.0;20.0;38.07886552931954;90.0;39.0;399.0;0;0;0.4771813524381637;153.1273830625116;0.0
0;C12;C14;0.004476254300000038;1.7985725999999431;100.00000000000294;10.0;3.0;90.0;115.0;475.0;0;0;0.4637525895381635;244.92595566251154;0.0
0;C14;C16;0.004460202600000018;1.1990484000000001;100.0;40.0;2.0;90.0;207.0;567.0;0;0;0.4548321843381634;336.12500406251183;0.0
0;C16;C19;0.004395995800000024;4.239276273054399;100.0;10.0;7.0710678118654755;90.0;304.0;664.0;0;0;0.42374779993568734;430.36428033556626;0.0
0;C19;C18;0.004379944100000033;2.9976210000000014;100.0;20.0;5.0;90.0;399.0;759.0;0;0;0.4018480794356872;523.3619013355662;0.0
0;C18;C17;0.004347840699999994;1.798572599999999;100.0;20.0;3.0;90.0;492.0;852.0;0;0;0.3888045573356871;615.1604739355663;0.0
0;C17;C15;0.004315737300000039;3.2285366228654677;100.0;40.0;5.385164807134504;90.0;587.0;947.0;0;0;0.3655636007108892;708.3890105584317;0.0
0;C15;C13;0.004251530500000045;3.2285366228654677;100.0;30.0;5.385164807134504;90.0;755.0;1115.0;0;0;0.3426684082858301;801.6175471812971;0.0
0;C13;C11;0.004203375400000042;8.583880218703902;100.0;10.0;14.317821063276353;90.0;725.0;1085.0;0;0;0.2824852314468519;900.2014274000011;0.0
0;C11;C10;0.004187323700000023;1.798572599999999;100.0;10.0;3.0;90.0;632.0;992.0;0;0;0.26992326034685177;992.0;0.0
0;C10;D1;0.004171272000000045;10.049856907158528;100.00000000000131;0.0;16.76305461424021;0.0;0.0;1236.0;0;0;0;1092.0498569071585;0
1;D1;C22;0.004299685600000033;7.293526679534029;100.0;20.0;12.165525060596439;90.0;13.0;373.0;0;0;0.2958818933441172;97.09577059218644;0.0
1;C22;C24;0.004267582200000064;2.161615243981527;100.0;10.0;3.605551275463989;90.0;15.0;375.0;0;0;0.28049490689975964;189.25738583616797;0.0
1;C24;C25;0.004251530500000156;1.1990484000000001;100.0;40.0;2.0;90.0;16.0;376.0;0;0;0.27199184589975955;280.456434236168;0.0
1;C25;C23;0.004187323700000051;2.5435657638326385;100.0;10.0;4.242640687119285;90.0;13.0;373.0;0;0;0.2542265360000005;373.0;0.0
1;C23;D2;0.004171272000000031;7.793814600000005;100.0;0.0;13.0;0.0;0.0;1236.0;0;0;0;470.7938146;0
2;D2;C20;0.004219427100000041;5.995242000000003;100.0;10.0;10.0;90.0;10.0;370.0;0;0;0.4623983567307559;184.65235938898775;0.0
2;C20;C21;0.004203375400000042;1.1990484000000001;100.0;20.0;2.0;90.0;11.0;371.0;0;0;0.4539916059307558;275.85140778898773;0.0
2;C21;C1;0.004171272000000031;13.148592211012282;100.0;10.0;21.93171219946131;90.0;19.0;379.0;0;0;0.3625084689210837;379.0;0.0
2;C1;C2;0.004379944100000088;1.1990484000000001;100.0;30.0;2.0;90.0;346.0;706.0;0;0;0.3537485807210836;470.1990484;0.0
2;C2;C4;0.00433178900000003;2.161615243981527;100.0;10.0;3.605551275463989;90.0;440.0;800.0;0;0;0.3381300933670926;562.3606636439815;0.0
2;C4;C7;0.004315737299993572;1.6957105092217595;100.0;20.0;2.8284271247461903;90.0;625.0;985.0;0;0;0.32592334492451175;654.0563741532033;0.0
2;C7;C3;0.004283633899993644;1.1990484000000001;100.0;10.0;2.0;90.0;717.0;1077.0;0;0;0.3173560771245245;745.2554225532033;0.0
2;C3;C6;0.0042675822000000085;2.161615243981527;100.0;20.0;3.605551275463989;90.0;532.0;892.0;0;0;0.301969090680167;837.4170377971848;0.0
2;C6;C9;0.004235478800000025;1.3405768653561805;100.0;10.0;2.23606797749979;90.0;765.0;1125.0;0;0;0.29249827216610763;928.757614662541;0.0
2;C9;C8;0.004219427100000006;1.1990484000000001;100.0;20.0;2.0;90.0;767.0;1127.0;0;0;0.28405941796610756;1019.956663062541;0.0
2;C8;C5;0.004187323700000023;2.9976210000000014;100.0;10.0;5.0;90.0;770.0;1130.0;0;0;0.2631227994661074;1112.954284062541;0.0
2;C5;D0;0.004171272000000045;9.07244740972973;100.0;0.0;15.132745950421556;0.0;0.0;1236.0;0;0;0;1212.0267314722707;0
