Obj;1102.4687672648377;Completo;1777.4687672648377;gap;0.3677529597315246
vehicle;node;node;ebattery;time;speed;demand;dist;service time;ready;due;b;beta;resbatt;arr time;w
0;D0;C21;0.004203375400000046;6.1139711893422035;100.0;20.0;10.198039027185569;90.0;11.0;73.0;0;0;0.2425387946490068;73.0;0.0
0;C21;D2;0.004171272000000031;6.1139711893422035;100.0;0.0;10.198039027185569;0.0;0.0;1236.0;0;0;0;169.1139711893422;0
1;D1;C23;0.00452440940000004;7.793814600000005;100.0;10.0;13.0;90.0;13.0;70.0;0;0;0.640963534398185;48.4028548;0.0
1;C23;C22;0.004508357700000021;1.798572599999999;100.0;20.0;3.0;90.0;0.0;1133.0;0;0;0.6274384612981849;140.2014274;0.0
1;C22;C25;0.004476254300000093;1.798572599999999;100.0;40.0;3.0;90.0;158.0;232.0;0;0;0.6140096983981848;232.0;0.0
1;C25;C24;0.004412047500000016;1.1990484000000001;100.0;10.0;2.0;90.0;0.0;1131.0;0;0;0.6051856033981847;323.1990484;0.0
1;C24;C20;0.004395995800000052;2.9976210000000014;100.0;10.0;5.0;90.0;0.0;1136.0;0;0;0.5832056243981846;416.19666939999996;0.0
1;C20;C2;0.00437994410000004;14.988105000000003;100.0;30.0;25.0;90.0;499.0;553.0;0;0;0.4737070218981836;521.1847743999999;0.0
1;C2;C4;0.004331788999999975;2.161615243981527;100.0;10.0;3.605551275463989;90.0;584.0;656.0;0;0;0.45808853454419257;613.3463896439814;0.0
1;C4;C6;0.0043157373000000665;1.3405768653561805;100.0;20.0;2.23606797749979;90.0;683.0;741.0;0;0;0.44843825256836106;704.6869665093376;0.0
1;C6;C7;0.004283633900000028;1.798572599999999;100.0;20.0;3.0;90.0;0.0;1130.0;0;0;0.4355873508683609;796.4855391093377;0.0
1;C7;C3;0.004251530500000045;1.1990484000000001;100.0;10.0;2.0;90.0;863.0;931.0;0;0;0.42708428986836083;887.6845875093377;0.0
1;C3;C5;0.004235478800000081;0.5995242000000001;100.0;10.0;1.0;90.0;950.0;1026.0;0;0;0.4228488110683608;978.2841117093377;0.0
1;C5;C13;0.004219427100000034;13.405768653561788;100.0;30.0;22.360679774997898;90.0;1042.0;1106.0;0;0;0.32849955285131194;1081.6898803628994;0.0
1;C13;D0;0.004171272000000038;18.46884874051365;100.0;0.0;30.805843601498726;0.0;0.0;1236.0;0;0;0;1190.1587291034132;0
2;D2;C1;0.004171272000000038;11.20003633782447;100.0;10.0;18.681541692269406;90.0;78.0;140.0;0;0;0.6271920228283403;81.70036787211947;0.0
2;C1;C12;0.004508357700000042;15.736796514529452;100.0;20.0;26.248809496813376;90.0;176.0;228.0;0;0;0.5088530004175476;187.43716438664893;0.0
2;C12;C14;0.004476254300000038;1.798572599999999;100.0;10.0;3.0;90.0;263.0;327.0;0;0;0.49542423751754744;279.23573698664893;0.0
2;C14;C16;0.004460202600000018;1.1990484000000001;100.0;40.0;2.0;90.0;358.0;416.0;0;0;0.48650383231754735;370.4347853866489;0.0
2;C16;C19;0.004395995800000024;4.239276273054399;100.0;10.0;7.0710678118654755;90.0;455.0;513.0;0;0;0.4554194479150713;464.6740616597033;0.0
2;C19;C18;0.004379944100000033;2.9976210000000014;100.0;20.0;5.0;90.0;0.0;1110.0;0;0;0.43351972741507105;557.6716826597033;0.0
2;C18;C17;0.00434784070000005;1.798572599999999;100.0;20.0;3.0;90.0;633.0;711.0;0;0;0.42047620531507096;649.4702552597033;0.0
2;C17;C15;0.004315737300000039;3.2285366228654677;100.0;40.0;5.385164807134504;90.0;0.0;1109.0;0;0;0.3972352486902731;742.6987918825688;0.0
2;C15;C10;0.004251530500000045;12.301208117431173;100.0;10.0;20.518284528683193;90.0;779.0;845.0;0;0;0.3100011362088975;845.0;0.0
2;C10;C11;0.004235478800000025;1.798572599999999;100.0;10.0;3.0;90.0;869.0;941.0;0;0;0.2972946998088974;936.7985725999999;0.0
2;C11;C9;0.004219427100000006;1.89586198439032;100.0;10.0;3.1622776601683795;90.0;958.0;1040.0;0;0;0.28395169975185824;1028.6944345843904;0.0
2;C9;C8;0.004203375400000042;1.1990484000000001;100.0;20.0;2.0;90.0;1057.0;1125.0;0;0;0.27554494895185816;1119.8934829843904;0.0
2;C8;D1;0.004171272000000038;10.857845061267449;100.0;0.0;18.110770276274835;0.0;0.0;1236.0;0;0;0;1220.7513280456578;0
