Obj;1108.8183009598781;Completo;1783.8183009598781;gap;0.35464276802724276
vehicle;node;node;ebattery;time;speed;demand;dist;service time;ready;due;b;beta;resbatt;arr time;w
0;D0;C20;0.004508357699998432;5.995242000000003;100.0;10.0;10.0;90.0;10.0;168.0;0;0;0.49808604830685377;53.14267424679673;0.0
0;C20;C22;0.004492305999998503;1.6957105092217595;100.0;20.0;2.8284271247461903;90.0;25.0;179.0;0;0;0.4853798881637981;144.83838475601848;0.0
0;C22;C24;0.004460202599998464;2.161615243981527;100.0;10.0;3.605551275463989;90.0;15.0;237.0;0;0;0.469298398990546;237.0;0.0
0;C24;C25;0.0038650328919690446;3.502558223466383;34.2264140109633;40.0;2.0;90.0;50.0;340.0;0;0;0.4615683332066079;330.5025582234664;0.0
0;C25;C2;0.0037865666507771734;49.497441776533606;32.60689161935227;30.0;26.90724809414742;90.0;470.0;582.0;0;0;0.35968224490912154;470.0;0.0
0;C2;C4;0.0043317889999984205;2.161615243981527;100.0;10.0;3.605551275463989;90.0;486.0;754.0;0;0;0.3440637575551363;562.1616152439815;0.0
0;C4;C6;0.004315737299998457;1.3405768653561805;100.0;20.0;2.23606797749979;90.0;635.0;789.0;0;0;0.3344134755793084;653.5021921093366;0.0
0;C6;C7;0.0042836338999984735;1.798572599999999;100.0;20.0;3.0;90.0;713.0;897.0;0;0;0.3215625738793131;745.3007647093366;0.0
0;C7;C5;0.004251530499998435;1.3405768653561805;100.0;10.0;2.23606797749979;90.0;820.0;1130.0;0;0;0.3120558626729029;836.6413415746928;0.0
0;C5;C3;0.004235478799998527;0.5995242000000001;100.0;10.0;1.0;90.0;778.0;1016.0;0;0;0.30782038387290445;927.2408657746928;0.0
0;C3;C9;0.004219427099998424;3.391421018443519;100.0;10.0;5.656854249492381;90.0;760.0;1125.0;0;0;0.283951699751855;1020.6322867931364;0.0
0;C9;C8;0.004203375399998377;1.1990484000000001;100.0;20.0;2.0;90.0;893.0;1127.0;0;0;0.27554494895185816;1111.8313351931365;0.0
0;C8;D2;0.004171272000000038;10.857845061267449;100.0;0.0;18.110770276274835;0.0;0.0;1236.0;0;0;0;1212.689180254404;0
1;D1;C21;0.004219427100000034;6.1139711893422035;100.0;20.0;10.198039027185569;90.0;11.0;190.0;0;0;0.2693241463073167;11.0;0.0
1;C21;C23;0.0041873237000000785;2.161615243981527;100.0;10.0;3.605551275463989;90.0;13.0;146.0;0;0;0.25422653600000095;103.16161524398103;0.0
1;C23;D0;0.004171272000000073;7.793814599999678;100.00000000000396;0.0;13.0;0.0;0.0;1236.0;0;0;0;200.9554298439807;0
2;D2;C1;0.004171272000000038;11.20003633782447;100.0;10.0;18.681541692269406;90.0;19.0;206.0;0;0;0.7188098780780945;93.00157598955047;0.0
2;C1;C12;0.004508357700000042;15.736796514529452;100.0;20.0;26.248809496813376;90.0;154.0;250.0;0;0;0.6004708556673017;198.73837250407993;0.0
2;C12;C14;0.004476254300000093;1.798572599999999;100.0;10.0;3.0;90.0;194.0;396.0;0;0;0.5870420927673016;290.5369451040799;0.0
2;C14;C16;0.004460202600000018;1.1990484000000001;100.0;40.0;2.0;90.0;314.0;460.0;0;0;0.5781216875673015;381.7359935040799;0.0
2;C16;C19;0.004395995800000052;4.239276273054399;100.0;10.0;7.0710678118654755;90.0;411.0;557.0;0;0;0.5470373031648255;475.9752697771343;0.0
2;C19;C18;0.004379944100000033;2.9976210000000014;100.0;20.0;5.0;90.0;568.0;590.0;0;0;0.5251375826648252;568.9728907771346;0.0
2;C18;C17;0.00434784070000005;1.798572599999999;100.0;20.0;3.0;90.0;510.0;834.0;0;0;0.5120940605648251;660.7714633771345;0.0
2;C17;C15;0.004315737300000011;3.2285366228654677;100.0;40.0;5.385164807134504;90.0;754.0;780.0;0;0;0.48885310394002723;754.0;0.0
2;C15;C10;0.004251530500000045;12.301208117431173;100.0;10.0;20.518284528683193;90.0;703.0;921.0;0;0;0.40161899145865165;856.3012081154304;0.0
2;C10;C11;0.004235478800000025;1.798572599999999;100.0;10.0;3.0;90.0;772.0;1038.0;0;0;0.3889125550586515;948.0997807154304;0.0
2;C11;C13;0.004219427100000034;8.583880218703902;100.0;30.0;14.317821063276353;90.0;916.0;1115.0;0;0;0.32849955285131194;1046.6836609331342;0.0
2;C13;D1;0.004171272000000038;18.46884874051365;100.0;0.0;30.805843601498726;0.0;0.0;1236.0;0;0;0;1155.152509673648;0
