Obj;1069.735415188303;Completo;1744.735415188303;gap;0.6762509814432317
vehicle;node;node;ebattery;time;speed;demand;dist;service time;ready;due;b;beta;resbatt;arr time;w
0;D0;C7;0.004235478800000036;9.592387200000001;100.0;20.0;16.0;90.0;0.0;1130.0;0;0;0.39719461283342;139.80776342693838;0.0
0;C7;C5;0.004203375400000042;1.3405768653561805;100.0;10.0;2.23606797749979;90.0;0.0;1130.0;0;0;0.3877955797040696;231.14834029229456;0.0
0;C5;C3;0.0041873237000000785;0.5995242000000001;100.0;10.0;1.0;90.0;0.0;1129.0;0;0;0.38360825600406956;321.7478644922948;0.0
0;C3;C1;0.004171272000000004;2.161615243981527;100.0;10.0;3.605551275463989;90.0;0.0;1127.0;0;0;0.3685685209241622;413.90947973627635;0.0
0;C1;C2;0.00434784070000005;1.1990484000000001;100.0;30.0;2.0;90.0;0.0;1125.0;0;0;0.35987283952416216;505.10852813627633;0.0
0;C2;C4;0.004299685600000047;2.161615243981527;100.0;10.0;3.605551275463989;90.0;584.0;656.0;0;0;0.3443701026249879;597.2701433802579;0.0
0;C4;C6;0.004283633900000028;1.3405768653561805;100.0;20.0;2.23606797749979;90.0;0.0;1127.0;0;0;0.33479160603386526;688.6107202456141;0.0
0;C6;C10;0.004251530500000045;3.495796769995614;100.0;10.0;5.830951894845301;90.0;779.0;845.0;0;0;0.3100011362088975;782.1065170156097;0.0
0;C10;C11;0.004235478800000025;1.798572599999999;100.0;10.0;3.0;90.0;0.0;1126.0;0;0;0.2972946998088974;873.9050896156097;0.0
0;C11;C9;0.004219427100000006;1.89586198439032;100.0;10.0;3.1622776601683795;90.0;0.0;1125.0;0;0;0.28395169975185824;965.8009516;0.0
0;C9;C8;0.004203375400000042;1.1990484000000001;100.0;20.0;2.0;90.0;1057.0;1125.0;0;0;0.27554494895185816;1057.0;0.0
0;C8;D2;0.004171272000000038;10.857845061267449;100.0;0.0;18.110770276274835;0.0;0.0;1236.0;0;0;0;1157.8578450612674;0
1;D1;C15;0.004476254300000038;21.61615243981528;100.0;40.0;36.05551275463989;90.0;0.0;1109.0;0;0;0.46301889486028613;133.76072372694856;0.0
1;C15;C12;0.004412047500000044;4.239276273054399;100.0;20.0;7.0710678118654755;90.0;176.0;228.0;0;0;0.4318210077986143;228.0;0.0
1;C12;C14;0.004379944100000033;1.798572599999999;100.0;10.0;3.0;90.0;0.0;1106.0;0;0;0.4186811754986142;319.7985726;0.0
1;C14;C16;0.0043638924000000134;1.1990484000000001;100.0;40.0;2.0;90.0;358.0;416.0;0;0;0.40995339069861414;410.997621;0.0
1;C16;C19;0.004299685600000047;4.239276273054399;100.0;10.0;7.0710678118654755;90.0;0.0;1106.0;0;0;0.3795500222513124;505.23689727305435;0.0
1;C19;C18;0.004283633900000028;2.9976210000000014;100.0;20.0;5.0;90.0;0.0;1110.0;0;0;0.3581318527513122;598.2345182730544;0.0
1;C18;C17;0.004251530500000045;1.798572599999999;100.0;20.0;3.0;90.0;0.0;1112.0;0;0;0.3453772612513121;690.0330908730543;0.0
1;C17;C13;0.004219427100000006;2.3980968000000003;100.0;30.0;4.0;90.0;0.0;1115.0;0;0;0.32849955285131194;782.4311876730543;0.0
1;C13;D0;0.004171272000000038;18.46884874051365;100.0;0.0;30.805843601498726;0.0;0.0;1236.0;0;0;0;890.9000364135679;0
2;D2;C20;0.004347840700000029;5.995242000000003;100.0;10.0;10.0;90.0;0.0;1136.0;0;0;0.31314484254411734;674.6976737921857;0.0
2;C20;C21;0.004331789000000086;1.1990484000000001;100.0;20.0;2.0;90.0;0.0;1135.0;0;0;0.3044812645441173;765.8967221921857;0.0
2;C21;C22;0.004299685600000047;1.1990484000000001;100.0;20.0;2.0;90.0;0.0;1133.0;0;0;0.2958818933441172;857.0957705921858;0.0
2;C22;C24;0.004267582200000064;2.161615243981527;100.0;10.0;3.605551275463989;90.0;0.0;1131.0;0;0;0.28049490689975964;949.2573858361673;0.0
2;C24;C25;0.004251530500000156;1.1990484000000001;100.0;40.0;2.0;90.0;0.0;1130.0;0;0;0.27199184589975955;1040.4564342361673;0.0
2;C25;C23;0.004187323700000051;2.5435657638326385;100.0;10.0;4.242640687119285;90.0;0.0;1133.0;0;0;0.2542265360000005;1133.0;0.0
2;C23;D1;0.004171272000000031;7.793814600000005;100.0;0.0;13.0;0.0;0.0;1236.0;0;0;0;1230.7938146;0
