Obj;1084.0381462868252;Completo;1759.0381462868252;gap;0.6651742283105619
vehicle;node;node;ebattery;time;speed;demand;dist;service time;ready;due;b;beta;resbatt;arr time;w
0;D0;C21;0.004219427100000044;6.1139711893422035;100.0;20.0;10.198039027185569;90.0;11.0;259.0;0;0;0.25008736740000037;11.0;0.0
0;C21;C20;0.0041873237000000785;1.1990484000000001;100.0;10.0;2.0;90.0;10.0;249.0;0;0;0.24171272000000027;102.1990483999996;0.0
0;C20;D2;0.004171272000000031;5.995242000000003;100.0;0.0;10.0;0.0;0.0;1236.0;0;0;0;198.19429039999957;0
1;D1;C23;0.004492306000000029;7.793814600000005;100.0;10.0;13.0;90.0;13.0;241.0;0;0;0.5217041421285991;68.84076375601848;0.0
1;C23;C22;0.004476254300000038;1.798572599999999;100.0;20.0;3.0;90.0;13.0;250.0;0;0;0.508275379228599;160.63933635601848;0.0
1;C22;C24;0.004444150899999999;2.161615243981527;100.0;10.0;3.605551275463989;90.0;15.0;283.0;0;0;0.49225176528274944;252.8009516;0.0
1;C24;C25;0.00442809919999998;1.1990484000000001;100.0;40.0;2.0;90.0;46.0;344.0;0;0;0.4833955668827494;344.0;0.0
1;C25;C2;0.004363892400000034;16.13154638784526;100.0;30.0;26.90724809414742;90.0;417.0;635.0;0;0;0.3659752314197841;450.1315463878453;0.0
1;C2;C4;0.004315737300000011;2.161615243981527;100.0;10.0;3.605551275463989;90.0;476.0;764.0;0;0;0.3504146192932015;542.2931616288264;0.0
1;C4;C6;0.004299685599999992;1.3405768653561805;100.0;20.0;2.23606797749979;90.0;594.0;830.0;0;0;0.3408002300097245;633.6337384941826;0.0
1;C6;C10;0.0042675822000000085;3.495796769995614;100.0;10.0;5.830951894845301;90.0;679.0;945.0;0;0;0.3159161634942263;727.129535264178;0.0
1;C10;C9;0.004251530500000045;2.9976210000000014;100.0;10.0;5.0;90.0;794.0;1125.0;0;0;0.29465851099422613;820.1271562641779;0.0
1;C9;C7;0.004235478800000053;2.681153730712361;100.0;20.0;4.47213595499958;90.0;680.0;930.0;0;0;0.2757168739661075;912.8083099948902;0.0
1;C7;C3;0.004203375400000042;1.1990484000000001;100.0;10.0;2.0;90.0;760.0;1034.0;0;0;0.2673101231661074;1004.0073583948903;0.0
1;C3;C5;0.0041873237000000785;0.5995242000000001;100.0;10.0;1.0;90.0;823.0;1130.0;0;0;0.2631227994661074;1094.6068825948903;0.0
1;C5;D1;0.004171272000000045;9.07244740972973;100.0;0.0;15.132745950421556;0.0;0.0;1236.0;0;0;0;1193.67933000462;0
2;D2;C1;0.004171272000000038;11.20003633782447;100.0;10.0;18.681541692269406;90.0;19.0;271.0;0;0;0.6030185527215111;182.2932971635922;0.0
2;C1;C12;0.004524409400000047;15.736796514529452;100.0;20.0;26.248809496813376;90.0;96.0;308.0;0;0;0.48425819229531814;288.03009367812166;0.0
2;C12;C14;0.0044923060000000015;1.798572599999999;100.0;10.0;3.0;90.0;166.0;424.0;0;0;0.470781274295318;379.82866627812166;0.0
2;C14;C16;0.004476254300000093;1.1990484000000001;100.0;40.0;2.0;90.0;270.0;504.0;0;0;0.46182876569531794;471.02771467812164;0.0
2;C16;C19;0.004412047500000044;4.239276273054399;100.0;10.0;7.0710678118654755;90.0;367.0;601.0;0;0;0.4306308786336461;565.266990951176;0.0
2;C19;C18;0.004395995800000052;2.9976210000000014;100.0;20.0;5.0;90.0;490.0;668.0;0;0;0.40865089963364587;658.264611951176;0.0
2;C18;C17;0.004363892400000069;1.798572599999999;100.0;20.0;3.0;90.0;516.0;828.0;0;0;0.3955592224336457;750.0631845511759;0.0
2;C17;C15;0.00433178900000003;3.2285366228654677;100.0;40.0;5.385164807134504;90.0;677.0;857.0;0;0;0.37223182475891314;843.2917211740414;0.0
2;C15;C13;0.004267582200000036;3.2285366228654677;100.0;30.0;5.385164807134504;90.0;858.0;1115.0;0;0;0.3492501912839193;936.5202577969069;0.0
2;C13;C11;0.004219427100000048;8.583880218703902;100.0;10.0;14.317821063276353;90.0;762.0;1048.0;0;0;0.2888371890765796;1035.1041380156107;0.0
2;C11;C8;0.004203375400000042;1.89586198439032;100.0;20.0;3.1622776601683795;90.0;854.0;1127.0;0;0;0.27554494895185816;1127.0;0.0
2;C8;D0;0.004171272000000038;10.857845061267449;100.0;0.0;18.110770276274835;0.0;0.0;1236.0;0;0;0;1227.8578450612674;0
